generated_image_id,original_image_id,fold,final_label,source_dataset,source_group,source_relative_path,prepared_relative_path,clean_relative_path,perturbed_relative_path,attack_family,attack_name,attack_parameters,target_model,model_dependency,attack_success,original_prediction,adversarial_prediction,original_confidence,adversarial_confidence,original_correct,adversarial_correct,sha256_original,md5_original,sha256_perturbed,md5_perturbed,perturbation_norm_l0,perturbation_norm_l2,perturbation_norm_linf,perturbation_mean_abs,size_bytes,extension,created_at
img_00014474__color_shift__model_agnostic,img_00014474,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014474.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014474.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014474__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 7.744488716125488, ""perturbation_norm_l0"": 212167, ""perturbation_norm_l2"": 5595.36572265625, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,387a3c122ae50b65716ee2816af55937f6d6046353b2ce595747b14b172e048e,110f6a5d5a10b11502294cd6b8661abf,ffe84a8e7316b21d8a05631ae25b08a6e7ddd5a2266d320230de0da29a268c34,4ea921a039427367b5e2c2e04f048c68,212167,5595.36572265625,28.0,7.744488716125488,18993,.jpg,2026-05-04T22:53:16+00:00
img_00014482__color_shift__model_agnostic,img_00014482,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014482.png,datasets/splits/clean/fold_3/non_weapon/img_00014482.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014482__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 8.73117733001709, ""perturbation_norm_l0"": 268780, ""perturbation_norm_l2"": 5440.451171875, ""perturbation_norm_linf"": 17.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,83112b42314d6433c1c8202a4656aff124391d52c720927eaf1eb97860461593,1414f39149579c3c7440a92c1b0589a5,d0b52428fab60391fa5c7b46831aa5a891bc880924c3acbcc73b72083f67c932,effe8d7a65ce56b58eb52ec3459620de,268780,5440.451171875,17.0,8.73117733001709,24049,.jpg,2026-05-04T22:53:16+00:00
img_00014483__color_shift__model_agnostic,img_00014483,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014483.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014483.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014483__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.409844398498535, ""perturbation_norm_l0"": 206870, ""perturbation_norm_l2"": 4699.06982421875, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,9721b3cfb824520c093092930be9dbb543c48f2931157d1b3495569588445627,15d1f633d38228a7f7ea66793d33aad3,3a74cb544f75c8dea53ee55324ba7a5ee6c82b83caf53f5b8f3a87363eedfbe8,4cb5c012a429e7b5b9d3c5b78338227d,206870,4699.06982421875,28.0,6.409844398498535,21086,.jpg,2026-05-04T22:53:16+00:00
img_00014487__color_shift__model_agnostic,img_00014487,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014487.png,datasets/splits/clean/fold_3/non_weapon/img_00014487.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014487__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.907724380493164, ""perturbation_norm_l0"": 217111, ""perturbation_norm_l2"": 5380.95751953125, ""perturbation_norm_linf"": 30.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,1f5393973de75c932acb41b9e492a46f551168bb118e587dae7a70893fbd076e,1832aac270239d224712b60995ccba4a,70aea6e2ed8041f8772e5f1fe88d3bc6fb979d9eb2fdec42bbea7e8e7ad31bd5,2eae0f7cb4e7360e129ad6631ac31432,217111,5380.95751953125,30.0,6.907724380493164,40940,.jpg,2026-05-04T22:53:16+00:00
img_00014488__color_shift__model_agnostic,img_00014488,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014488.webp,datasets/splits/clean/fold_3/non_weapon/img_00014488.webp,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014488__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 11.782119750976562, ""perturbation_norm_l0"": 1139256, ""perturbation_norm_l2"": 15736.0185546875, ""perturbation_norm_linf"": 25.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,6615d6a246bc2eb3faecdf64a70816121ac13e1dc5397c738648bac65df0a2f5,1916ab55aec5098f615660d52b2a28e9,8d6c4637b9bf58240a4fb62e08260171602863bd028403c329b4684964c0c8d2,cdca9b859f335034cb837905b07754b4,1139256,15736.0185546875,25.0,11.782119750976562,163407,.jpg,2026-05-04T22:53:16+00:00
img_00014491__color_shift__model_agnostic,img_00014491,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014491.png,datasets/splits/clean/fold_3/non_weapon/img_00014491.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014491__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 7.471237659454346, ""perturbation_norm_l0"": 288760, ""perturbation_norm_l2"": 7012.0087890625, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,368fca90e8a2c3db49876dc8d42178a89d14197e1e636449f88ea1eb294aa36b,19c923b7a1d996c7d4734ed340f57018,0c9ea36b6567a89985011243610d5037029d5dd6305b100daf9868ec85bd9845,e87bee1380823643380d9943368f51a3,288760,7012.0087890625,27.0,7.471237659454346,48184,.jpg,2026-05-04T22:53:16+00:00
img_00014499__color_shift__model_agnostic,img_00014499,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014499.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014499.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014499__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.662266731262207, ""perturbation_norm_l0"": 204072, ""perturbation_norm_l2"": 4686.033203125, ""perturbation_norm_linf"": 26.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,3262bdd7358eebfd6d8f51653e0342fc0e0890c5fadb6ef119d943a4010a35d2,1d719648ecb3bc9f6adfbefab2c79fd9,5d7b344437efce0ec6eeb52cec46dabdd57e48768c6ec9b066eed6a60b80d68f,2b02c6bf566bc7d95796999136f8bd6c,204072,4686.033203125,26.0,6.662266731262207,24453,.jpg,2026-05-04T22:53:16+00:00
img_00014501__color_shift__model_agnostic,img_00014501,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014501.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014501.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014501__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.955503940582275, ""perturbation_norm_l0"": 108930, ""perturbation_norm_l2"": 4255.36669921875, ""perturbation_norm_linf"": 15.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,14f801afadb38a659ca1c3ec2e7e4fa4847285548b2ce2564e850c5d911a7633,1eda47d05980f1a84bfa55bc52fda9a2,a940f31e2d239d59c6368bf5f38be0d0d169b03bd75feb1ade5f021d64ee9c03,69c30c6c42480088485900314065b04b,108930,4255.36669921875,15.0,4.955503940582275,8205,.jpg,2026-05-04T22:53:16+00:00
img_00014518__color_shift__model_agnostic,img_00014518,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014518.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014518.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014518__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.981111526489258, ""perturbation_norm_l0"": 179556, ""perturbation_norm_l2"": 5404.888671875, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,df2c1ea97127964e460e95a568d02b9560512f2d3aa3ad343e5299fbef80e176,283f01903d59cab79d7a39c77d6115f4,d872cd96e512ea724366270a8f2b71251ae5b7a0928c77f12e6d8b9a8d0e43b6,e86efef45af55b3017dd8afa52527df8,179556,5404.888671875,27.0,4.981111526489258,20654,.jpg,2026-05-04T22:53:16+00:00
img_00014534__color_shift__model_agnostic,img_00014534,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014534.png,datasets/splits/clean/fold_3/non_weapon/img_00014534.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014534__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.863009929656982, ""perturbation_norm_l0"": 803061, ""perturbation_norm_l2"": 13480.458984375, ""perturbation_norm_linf"": 24.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,9e043e8a13f11a4e2fe69e76fc2184dcb1d09afd094ef5819316456451debcec,2ff17f31f734597463f003bfd8545523,024458206fded73292a89d9a40260543a69da551cd3fb2d5a2e894fcd86db1f3,1ce65f278071d8149fc2f17fe28bc856,803061,13480.458984375,24.0,4.863009929656982,33193,.jpg,2026-05-04T22:53:16+00:00
img_00014536__color_shift__model_agnostic,img_00014536,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014536.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014536.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014536__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 10.246625900268555, ""perturbation_norm_l0"": 548485, ""perturbation_norm_l2"": 9764.77734375, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,629290045668cea23ef0a6af20b81d96fbf4a54e6fee6b7c92fc4e43ea170b75,319c08a394c5340dc95e8000a82faaa9,e0d16b279126e78d056e4923832f7edef5432847f807566abd0737da0a2ab783,8f591b9cbc79ae4013cf74e380de6224,548485,9764.77734375,28.0,10.246625900268555,87090,.jpg,2026-05-04T22:53:16+00:00
img_00014537__color_shift__model_agnostic,img_00014537,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014537.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014537.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014537__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 5.105223178863525, ""perturbation_norm_l0"": 181613, ""perturbation_norm_l2"": 5537.38427734375, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,9d0e2048bd3bcd436afac9ffb108585f92187ca5eef65b4f00b7d35518f3c82d,321879e488f23d22fbb64913bd4dff6a,22fc2fe2c69b4c3bc535d72f8a29d66163ec1b02fffbe88e73811fa5761f0828,0b020b65e9a7820212e4e6dac0ce480e,181613,5537.38427734375,27.0,5.105223178863525,18547,.jpg,2026-05-04T22:53:16+00:00
img_00014542__color_shift__model_agnostic,img_00014542,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014542.png,datasets/splits/clean/fold_3/non_weapon/img_00014542.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014542__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 8.690951347351074, ""perturbation_norm_l0"": 297027, ""perturbation_norm_l2"": 7324.8701171875, ""perturbation_norm_linf"": 29.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,19a35343a0d8b7be3912e3e83dc182170f79eaad62b71a968262c731f3bdb7d6,346466f628fc920cb7ca0ec0323a6916,0b596c84b397259f8504d384602ba312214fc037c773fe14d173b53134fbf5a4,6402b772ea4175a610546be9a396f37b,297027,7324.8701171875,29.0,8.690951347351074,38752,.jpg,2026-05-04T22:53:16+00:00
img_00014556__color_shift__model_agnostic,img_00014556,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014556.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014556.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014556__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 8.78123664855957, ""perturbation_norm_l0"": 235536, ""perturbation_norm_l2"": 5698.60205078125, ""perturbation_norm_linf"": 22.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,feebd93932ceaa69494f9569ddf15ac22692408de61102b57947161b12ce222e,3e7de9e1b50ac306ed6cc5e57afea9cb,bcd86de3745e60f7d8ce1401b625a0f8ff0e90d2425896f3d48a957632ac6adb,c170ef58b91c4bfaefe0d786db1e9fbe,235536,5698.60205078125,22.0,8.78123664855957,32271,.jpg,2026-05-04T22:53:16+00:00
img_00014562__color_shift__model_agnostic,img_00014562,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014562.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014562.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014562__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 5.723062992095947, ""perturbation_norm_l0"": 208004, ""perturbation_norm_l2"": 3970.298583984375, ""perturbation_norm_linf"": 24.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,b55bbc37fd5617caa0404260bd2a10aea43936560c06b37284ddf028235e033c,402b75363893484eee134d3d520d1820,04116e762bea9209c59166822c5f74f3438c41a81fe37ac5e15bcb0ac6845f4b,272a9ba480beceba4a2918b4d4868332,208004,3970.298583984375,24.0,5.723062992095947,14836,.jpg,2026-05-04T22:53:16+00:00
img_00014581__color_shift__model_agnostic,img_00014581,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014581.webp,datasets/splits/clean/fold_3/non_weapon/img_00014581.webp,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014581__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 5.92024564743042, ""perturbation_norm_l0"": 458903, ""perturbation_norm_l2"": 7484.38720703125, ""perturbation_norm_linf"": 29.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,1ecfb04b19238720d349c1433c0f8ff1cd730551c803a584e2eb5281e1d5f810,4b83a37c4089166749147625d0f6bbec,cd3edd6009fb98c97620826e187dbc7d12bdbfd1429e3f1d2c4d2de6b8ef9dcc,107f919fd42b5d1638b4211bbe60af4b,458903,7484.38720703125,29.0,5.92024564743042,44311,.jpg,2026-05-04T22:53:16+00:00
img_00014582__color_shift__model_agnostic,img_00014582,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014582.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014582.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014582__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.378259658813477, ""perturbation_norm_l0"": 267890, ""perturbation_norm_l2"": 5796.5126953125, ""perturbation_norm_linf"": 26.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,e79e815070b098b337a452cc781838ec81da452c28fc236be6151703926db939,4c4aed3ba98b653169972a0ac688ca19,fd085ac6db732b93a3f8cc78b05698ec4cb9f5787a06ab976215ee0604837cfc,35dfe3526385b7cfa4f8449482269573,267890,5796.5126953125,26.0,9.378259658813477,16400,.jpg,2026-05-04T22:53:16+00:00
img_00014603__color_shift__model_agnostic,img_00014603,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014603.png,datasets/splits/clean/fold_3/non_weapon/img_00014603.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014603__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.2086591720581055, ""perturbation_norm_l0"": 159267, ""perturbation_norm_l2"": 4682.98486328125, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,6054cbbe6ded172427e53e4d8fbc8b0b28331f9264518584d18c8aa7c489ff2b,547b807a311b1e4f301a602cca0b6cb4,2581ee5283da9eb880e95efc537323f74a0d1261afcceaa59445361f0b573b4f,f5663338069d9c1fd82b0f4d1eb55522,159267,4682.98486328125,27.0,6.2086591720581055,31937,.jpg,2026-05-04T22:53:16+00:00
img_00014605__color_shift__model_agnostic,img_00014605,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014605.png,datasets/splits/clean/fold_3/non_weapon/img_00014605.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014605__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.15570592880249, ""perturbation_norm_l0"": 1042658, ""perturbation_norm_l2"": 13540.0654296875, ""perturbation_norm_linf"": 29.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,4e6198c891566902d9c15549565823986a02090d8da859e9c5a7a2f2f0a401c6,559d6992493c35c8586bf0d6d801092f,5ead4189584f3b5fe8420c003d1f7aab9bc04115b7d3d4ef9280ab59eb519a21,f3bd210c5a4a490f2df7ad7a482b6c37,1042658,13540.0654296875,29.0,6.15570592880249,121528,.jpg,2026-05-04T22:53:16+00:00
img_00014640__color_shift__model_agnostic,img_00014640,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014640.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014640.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014640__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.233566284179688, ""perturbation_norm_l0"": 220478, ""perturbation_norm_l2"": 5926.8974609375, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,69ada775eb9dfa113d527e31475bfd819db516cfc8a07d21e8ec18a383a364dd,688b430e4476f935a5a1f1b5fb0ff5f5,800c7e29d4502b9919cfd6aebd943e135193391e71873d38bf9315c62b955963,5a74f4d66c8d344462512048af29172d,220478,5926.8974609375,28.0,9.233566284179688,30852,.jpg,2026-05-04T22:53:16+00:00
img_00014645__color_shift__model_agnostic,img_00014645,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014645.png,datasets/splits/clean/fold_3/non_weapon/img_00014645.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014645__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.567545413970947, ""perturbation_norm_l0"": 124026, ""perturbation_norm_l2"": 4745.169921875, ""perturbation_norm_linf"": 14.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,a754ea758877df3d55f688c7aa6f8dc0e30d20f5d40382d87432ce3803bee912,69e693fafcb65b26be2e9a96ad6ac87f,adf1e65c8f5caff7859dd5af7e8bf31b7df86fd0b864447944b9f8d850f83703,8efc169ce6497dabe5d187972395cf81,124026,4745.169921875,14.0,4.567545413970947,15101,.jpg,2026-05-04T22:53:16+00:00
img_00014676__color_shift__model_agnostic,img_00014676,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014676.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014676.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014676__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.591870307922363, ""perturbation_norm_l0"": 243971, ""perturbation_norm_l2"": 4160.43994140625, ""perturbation_norm_linf"": 23.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,fa2a9e0aa4dec421044570ff874bcbb3a8c6a91bc783527b7c7fee36d7cfc147,7b427730e407148264576172438b33aa,6cba1f720c620519a1d02abf5c55295c08abf8f82e32742252d297c157a227df,19c1d8e7a42ea44eaeb55e1eb8c2295b,243971,4160.43994140625,23.0,6.591870307922363,11512,.jpg,2026-05-04T22:53:16+00:00
img_00014687__color_shift__model_agnostic,img_00014687,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014687.jpeg,datasets/splits/clean/fold_3/non_weapon/img_00014687.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014687__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 5.107576370239258, ""perturbation_norm_l0"": 1641272, ""perturbation_norm_l2"": 10536.7109375, ""perturbation_norm_linf"": 19.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,01db91944c1ca26e1c299a654b4c6c6d6cdbc8722328f67be377b0856f205d7e,7fd456a9deca71df9a26881db64f43ef,0ec43f3371c100239e5dd8b14244bb920620d0d976efc8a3b02436083a39ecf8,3d429cad62b1cb3099061499985a2191,1641272,10536.7109375,19.0,5.107576370239258,77392,.jpg,2026-05-04T22:53:16+00:00
img_00014693__color_shift__model_agnostic,img_00014693,fold_3,non_weapon,05_deepweb,deepweb,,images/img_00014693.png,datasets/splits/clean/fold_3/non_weapon/img_00014693.png,attacks/adversarial/color_shift/model_agnostic/fold_3/non_weapon/img_00014693__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.917267322540283, ""perturbation_norm_l0"": 484834, ""perturbation_norm_l2"": 9320.4052734375, ""perturbation_norm_linf"": 22.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,63b13c3521c5f1e9fcc8f3f766ec604bcb20ef4f6294e26fab3718724792e9be,846fed03fe0abbb974f781eb89f3a2be,84eae8585777c2fdae59899f8706d56f0f1b431daa2bf8afc97a65bcd0c9987d,c73f05c78129dfb131b6757e41fa5bb1,484834,9320.4052734375,22.0,4.917267322540283,47237,.jpg,2026-05-04T22:53:16+00:00
